Date,U.S. Exports of Crude Oil and Petroleum Products (Thousand Barrels),U.S. Exports of Crude Oil (Thousand Barrels),U.S. Exports of Natural Gas Liquids and Liquid Refinery Gases (Thousand Barrels),U.S. Exports of Pentanes Plus (Thousand Barrels),U.S. Exports of Liquified Petroleum Gases (Thousand Barrels),U.S. Exports of Ethane-Ethylene (Thousand Barrels),U.S. Exports of Propane and Propylene (Thousand Barrels),U.S. Exports of Normal Butane-Butylene (Thousand Barrels),U.S. Exports of Isobutane-Isobutylene (Thousand Barrels),U.S. Exports of Other Liquids (Thousand Barrels),U.S. Exports of Other Hydrocarbons/Oxygenates (Thousand Barrels),U.S. Exports of Oxygenates (excluding Fuel Ethanol) (Thousand Barrels),U.S. Exports of MTBE (Thousand Barrels),U.S. Exports of Other Oxygenates (Thousand Barrels),U.S. Exports of Renewable Fuels (including Fuel Ethanol) (Thousand Barrels),U.S. Exports of Fuel Ethanol (Thousand Barrels),U.S. Exports of Biomass-Based Diesel Fuel (Thousand Barrels),U.S. Exports of Unfinished Oils (Thousand Barrels),U.S. Exports of Naphthas and Lighter (Thousand Barrels),U.S. Exports of Kerosene and Light Oils (Thousand Barrels),U.S. Exports of Gasoline Blending Components (Thousand Barrels),U.S. Exports of Reformulated Gasoline Blending Components (Thousand Barrels),U.S. Exports of Conventional Gasoline Blending Components (Thousand Barrels),U.S. Exports of Aviation Gasoline Blending Components (Thousand Barrels),U.S. Exports of Finished Petroleum Products (Thousand Barrels),U.S. Exports of Finished Motor Gasoline (Thousand Barrels),U.S. Exports of Reformulated Motor Gasoline (Thousand Barrels),U.S. Exports of Conventional Motor Gasoline (Thousand Barrels),U.S. Exports of Aviation Gasoline (Thousand Barrels),U.S. Exports of Kerosene-Type Jet Fuel (Thousand Barrels),U.S. Exports of Kerosene (Thousand Barrels),U.S. Exports of Distillate Fuel Oil (Thousand Barrels),"U.S. Exports of Distillate Fuel Oil, 0 to 15 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur (Thousand Barrels)","U.S. Exports of Distillate Fuel Oil, Greater Than 500 ppm Sulfur (Thousand Barrels)",U.S. Exports of Residual Fuel Oil (Thousand Barrels),U.S. Exports of Naphtha for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Other Oils for Petrochemical Feedstock Use (Thousand Barrels),U.S. Exports of Special Naphthas (Thousand Barrels),U.S. Exports of Lubricants (Thousand Barrels),U.S. Exports of Waxes (Thousand Barrels),U.S. Exports of Petroleum Coke (Thousand Barrels),U.S. Exports of Asphalt and Road Oil (Thousand Barrels),U.S. Exports of Miscellaneous Petroleum Products (Thousand Barrels),
Aug-1980,,2412,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,1,,,,50,,,,,,,,,
Sep-1980,,9647,,,,,,,,,,,,,,,,,,,,,,,,201,,,,,,3,,,,643,,,,,,,,,
Oct-1980,,9586,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,7,,,,2165,,,,,,,,,
Nov-1980,,8669,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,2,,,,2645,,,,,,,,,
Dec-1980,,10620,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,2,,,,1933,,,,,,,,,
Jan-1981,17294,10496,656,,656,0,339,316,,,,,,,,,,,,,,,,,6142,12,,,,28,0,5,,,,2020,85,384,12,714,82,2754,11,35,
Feb-1981,15936,5543,580,,580,0,302,278,,,,,,,,,,,,,,,,,9813,19,,,,21,2,465,,,,3499,162,598,29,529,32,4394,4,58,
Mar-1981,18169,6519,622,,622,0,329,293,,,,,,,,,,,,,,,,,11029,14,,,,10,2,6,,,,4484,262,1031,486,892,54,3722,14,51,
Apr-1981,17093,5931,768,,768,0,347,421,,,,,,,,,,,,,,,,,10394,9,,,,18,7,101,,,,4529,143,680,246,564,42,3995,18,43,
May-1981,18448,9679,591,,591,0,262,330,,,,,,,,,,,,,,,,,8177,23,,,,16,4,3,,,,781,139,973,258,622,65,5211,8,73,
Jun-1981,12611,3698,711,,711,,329,382,,,,,,,,,,,,,,,,,8203,19,,,,12,5,15,,,,2266,131,333,713,550,27,4076,6,50,
Jul-1981,17713,7976,540,,540,0,228,312,,,,,,,,,,,,,,,,,9196,12,,,,19,3,72,,,,2546,126,733,292,443,46,4841,3,60,
Aug-1981,19961,6320,4633,,4633,0,1868,2765,,,,,,,,,,,,,,,,,9008,87,,,,22,3,7,,,,2138,116,510,808,476,20,4775,9,38,
Sep-1981,15578,5813,616,,616,0,306,310,,,,,,,,,,,,,,,,,9149,52,,,,20,0,32,,,,3781,109,468,439,454,20,3731,5,37,
Oct-1981,22876,6996,2349,,2349,0,1015,1334,,,,,,,,,,,,,,,,,13530,88,,,,14,4,167,,,,6253,116,729,351,728,53,4976,10,41,
Nov-1981,21023,8338,1754,,1754,0,763,991,,,,,,,,,,,,,,,,,10931,27,,,,23,1,193,,,,6079,98,658,249,407,21,2852,11,78,
Dec-1981,20322,5857,1544,,1544,0,627,917,,,,,,,,,,,,,,,,,12920,333,,,,222,0,820,,,,4868,320,430,238,603,32,4964,47,46,
Jan-1982,25693,7383,2091,,2091,0,777,1314,,,,,,,,,,,,,,,,,16220,562,,,,255,251,2793,,,,7285,85,1138,89,395,21,3282,6,59,
Feb-1982,22507,8521,1420,,1420,0,555,864,,,,,,,,,,,,,,,,,12566,222,,,,245,1,2511,,,,5972,90,171,240,335,16,2725,8,30,
Mar-1982,27343,9950,2308,,2308,0,1135,1174,,,,,,,,,,,,,,,,,15085,1367,,,,80,1,2607,,,,6113,167,304,256,692,36,3411,12,40,
Apr-1982,23565,5234,2298,,2298,0,1264,1034,,,,,,,,,,,,,,,,,16032,990,,,,44,20,1919,,,,7012,210,442,433,513,14,4382,4,27,
May-1982,24908,8111,1338,,1338,0,831,507,,,,,,,,,,,,,,,,,15460,717,,,,27,1,2315,,,,5915,117,920,24,560,20,4735,50,56,
Jun-1982,21093,2819,3192,,3192,0,1536,1656,,,,,,,,,,,,,,,,,15082,431,,,,38,5,1650,,,,6516,100,736,178,510,20,4807,25,26,
Jul-1982,22972,7105,1154,,1154,0,641,512,,,,,,,,,,,,,,,,,14713,758,,,,32,1,738,,,,7406,105,469,56,528,37,4477,51,53,
Aug-1982,26586,9419,1876,,1876,0,942,934,,,,,,,,,,,,,,,,,15291,495,,,,32,2,1242,,,,7280,145,678,34,526,21,4745,58,33,
Sep-1982,23717,5524,2538,,2538,0,1066,1472,,,,,,,,,,,,,,,,,15655,651,,,,41,30,4155,,,,4453,133,315,280,557,10,4715,51,41,
Oct-1982,28890,8384,2526,,2526,0,1174,1352,,,,,,,,,,,,,,,,,17980,452,,,,35,1,2042,,,,7249,95,873,96,563,18,6520,13,23,
Nov-1982,23582,7859,1115,,1115,0,469,646,,,,,,,,,,,,,,,,,14608,343,,,,269,1,715,,,,5475,71,522,41,395,18,6716,8,36,
Dec-1982,26657,5970,1740,,1740,0,1065,675,,,,,,,,,,,,,,,,,18947,208,,,,692,1,4436,,,,5771,187,670,24,438,21,6308,159,32,
Jan-1983,30174,3625,3663,,3663,0,2078,1585,,,,,,,,,,,,,,,,,22886,14,,,,272,0,5361,,,,9125,65,237,42,419,21,7231,60,39,
Feb-1983,24230,7338,2117,,2117,0,1499,618,,,,,,,,,,,,,,,,,14775,6,,,,223,0,2931,,,,5348,99,616,248,374,20,4844,45,19,
Mar-1983,24824,5379,3936,,3936,0,2435,1501,,,,,,,,,,,,,,,,,15509,726,,,,27,2,1832,,,,5241,131,215,37,411,21,6816,17,32,
Apr-1983,24272,2630,3487,,3487,0,2629,858,,,,,,,,,,,,,,,,,18155,38,,,,17,1,1408,,,,9311,130,599,35,644,18,5710,11,34,
May-1983,26297,8688,2616,,2616,0,1718,897,,,,,,,,,,,,,,,,,14994,44,,,,40,2,1559,,,,5883,186,437,32,458,19,6260,54,20,
Jun-1983,23221,4306,1759,,1759,0,762,997,,,,,,,,,,,,,,,,,17155,647,,,,21,58,1203,,,,6555,86,541,37,502,15,7432,32,28,
Jul-1983,17711,4494,1691,,1691,29,750,912,,,,,,,,,,,,,,,,,11526,568,,,,37,2,1695,,,,2795,146,357,39,577,27,5253,5,24,
Aug-1983,20558,5333,905,,905,0,518,387,,,,,,,,,,,,,,,,,14321,398,,,,193,2,1324,,,,5107,192,645,28,466,21,5917,5,24,
Sep-1983,20531,5315,2589,,2589,0,1260,1329,,,,,,,,,,,,,,,,,12627,411,,,,270,5,1097,,,,4032,171,591,403,555,35,4998,3,56,
Oct-1983,17853,4336,987,,987,0,534,453,,,,,,,,,,,,,,,,,12531,51,,,,24,218,1701,,,,4732,285,207,47,483,34,4713,8,27,
Nov-1983,20379,5567,980,,980,0,551,429,,,,,,,,,,,,,,,,,13832,66,,,,373,2,1614,,,,4998,175,516,54,402,24,5556,14,38,
Dec-1983,19803,2937,2056,,2056,0,852,1204,,,,,,,,,,,,,,,,,14810,786,,,,458,3,1669,,,,4374,225,356,37,450,27,6355,34,36,
Jan-1984,17832,4739,719,0,719,0,531,189,0,,,,,,,,,,,,,,,,12374,25,,,,318,2,1248,,,,4695,194,412,46,303,40,5055,5,31,
Feb-1984,16874,5355,1282,80,1202,160,708,254,80,,,,,,,,,,,,,,,,10237,50,,,,68,1,1203,,,,2536,141,337,42,342,23,5394,12,24,
Mar-1984,26044,7304,2283,168,2115,336,1228,384,168,,,,,,,,,,,,,,,,16457,285,,,,21,1,2036,,,,6320,304,370,66,714,50,6232,19,39,
Apr-1984,19651,5147,1700,84,1616,168,877,486,84,,,,,,,,,,,,,,,,12803,9,,,,148,3,959,,,,3885,267,551,69,457,38,6352,7,26,
May-1984,23756,6782,1374,82,1292,164,522,523,82,,,,,,,,,,,,,,,,15600,6,,,,22,5,1498,,,,6202,175,510,32,801,42,6266,3,37,
Jun-1984,25924,6665,1657,79,1579,157,1010,333,79,,,,,,,,,,,,,,,,17602,514,,,,191,6,1589,,,,5275,211,841,291,476,37,8062,4,23,
Jul-1984,16626,3341,1406,80,1326,160,855,232,80,,,,,,,,,,,,,,,,11879,281,,,,306,2,1245,,,,3060,140,323,43,431,48,5905,48,48,
Aug-1984,22691,5886,1129,76,1053,152,576,249,76,,,,,,,,,,,,,,,,15676,44,,,,52,4,2305,,,,8065,189,124,26,279,22,4459,51,32,
Sep-1984,19915,4846,787,1,786,2,614,170,1,,,,,,,,,,,,,,,,14282,48,,,,27,6,655,,,,6430,111,646,34,370,37,5884,4,30,
Oct-1984,18582,4371,1811,77,1734,153,1226,279,77,,,,,,,,,,,,,,,,12400,31,,,,158,3,1460,,,,5398,160,396,33,385,32,4073,5,34,
Nov-1984,25626,6061,1651,77,1574,154,1111,233,77,,,,,,,,,,,,,,,,17914,329,,,,329,5,715,,,,8576,127,712,48,353,22,6646,26,25,
Dec-1984,30557,5737,2703,163,2540,327,1653,397,163,,,,,,,,,,,,,,,,22117,492,,,,738,8,3724,,,,9261,249,139,57,425,70,6428,2,35,
Jan-1985,24544,4478,2247,78,2169,156,1586,349,78,,,,,,,,,,,,,,,,17819,55,,,,79,7,1260,,,,9663,162,341,55,447,32,5631,4,58,
Feb-1985,23993,6181,2072,69,2003,137,1556,241,69,,,,,,,,,,,,,,,,15741,51,,,,624,4,1800,,,,8252,141,420,55,341,24,3984,4,39,
Mar-1985,21499,5858,1607,2,1605,3,1400,200,2,,,,,,,,,,,,,,,,14033,95,,,,182,11,1354,,,,6681,121,792,76,482,36,4163,9,22,
Apr-1985,22905,7069,2413,62,2350,125,1853,311,62,,,,,,,,,,,,,,,,13424,318,,,,149,4,808,,,,5010,146,251,22,388,34,6263,6,25,
May-1985,21867,7747,1243,1,1242,2,1001,237,1,,,,,,,,,,,,,,,,12878,251,,,,147,7,957,,,,5750,164,811,42,445,23,4239,18,23,
Jun-1985,20762,6766,1587,66,1521,132,1008,316,66,,,,,,,,,,,,,,,,12409,212,,,,102,6,894,,,,3528,96,289,13,274,38,6932,5,22,
Jul-1985,20932,4772,2169,66,2103,132,1481,425,66,,,,,,,,,,,,,,,,13990,551,,,,106,2,3460,,,,2566,119,351,21,389,23,6378,4,20,
Aug-1985,23212,7479,2550,69,2480,138,1859,414,69,,,,,,,,,,,,,,,,13183,134,,,,660,4,3087,,,,3271,93,584,21,516,31,4691,17,24,
Sep-1985,24180,5645,878,2,876,4,703,167,2,,,,,,,,,,,,,,,,17657,172,,,,133,4,3619,,,,5639,82,161,30,444,30,7216,31,21,
Oct-1985,21397,3820,1461,4,1457,8,1202,243,4,,,,,,,,,,,,,,,,16116,581,,,,773,5,2085,,,,5697,200,501,23,631,39,5449,11,40,
Nov-1985,31093,8593,2778,129,2649,258,1994,267,129,,,,,,,,,,,,,,,,19722,508,,,,848,39,2765,,,,8260,155,495,46,631,38,5723,3,32,
Dec-1985,28684,6105,2386,70,2317,139,1872,236,70,,,,,,,,,,,,,,,,20193,545,,,,559,8,2508,,,,7743,150,482,26,522,23,7491,3,33,
Jan-1986,26620,4918,1464,4,1459,9,1308,138,4,,,,,,,,,,,,,,,,20238,179,,,,1188,36,3891,,,,6534,89,254,30,592,36,7216,3,188,
Feb-1986,24529,4523,2227,149,2078,298,1406,224,149,,,,,,,,,,,,,,,,17779,314,,,,429,7,4927,,,,5128,72,568,16,563,28,5678,5,20,
Mar-1986,22684,6577,1576,110,1466,219,829,308,110,,,,,,,,,,,,,,,,14531,662,,,,333,14,4049,,,,3494,105,409,14,650,78,4654,3,40,
Apr-1986,25500,2829,1078,77,1001,154,580,189,77,,,,,,,,,,,,,,,,21593,691,,,,371,21,3836,,,,6068,212,792,14,628,23,8699,76,22,
May-1986,22432,3049,1318,78,1240,156,757,249,78,,,,,,,,,,,,,,,,18065,277,,,,428,7,4634,,,,3997,145,538,30,642,35,7298,4,29,
Jun-1986,19246,7206,753,2,751,4,552,193,2,,,,,,,,,,,,,,,,11288,542,,,,184,34,1587,,,,1279,74,691,21,516,40,6287,3,22,
Jul-1986,21245,2021,1631,79,1552,158,1131,184,79,,,,,,,,,,,,,,,,17593,1454,,,,300,9,2337,,,,2804,99,257,21,828,41,9404,4,31,
Aug-1986,26903,7222,1722,80,1642,161,1253,148,80,,,,,,,,,,,,,,,,17958,1319,,,,138,11,1989,,,,5406,121,568,20,719,30,7547,41,29,
Sep-1986,21428,4829,876,74,802,147,464,117,74,,,,,,,,,,,,,,,,15723,1210,,,,420,16,2940,,,,3314,104,663,15,642,45,6291,24,31,
Oct-1986,25747,4673,797,5,793,9,613,165,5,,,,,,,,,,,,,,,,20277,1897,,,,778,246,2285,,,,4471,104,728,7,941,29,8747,3,40,
Nov-1986,24622,3441,1755,151,1604,302,835,317,151,,,,,,,,,,,,,,,,19426,2874,,,,668,9,2165,,,,4288,97,661,19,755,41,7783,39,27,
Dec-1986,25415,4917,1081,72,1009,144,596,198,72,,,,,,,,,,,,,,,,19417,752,,,,626,251,1716,,,,6946,95,432,17,762,42,7437,5,41,
Jan-1987,21791,2595,1420,72,1348,145,825,306,72,,,,,,,,,,,,,,,,17776,1371,,,,1404,11,3562,,,,6138,77,473,11,530,29,4078,5,22,
Feb-1987,27358,7940,1116,61,1054,123,561,309,61,,,,,,,,,,,,,,,,18303,622,,,,565,8,2593,,,,6181,76,319,15,704,73,7093,5,49,
Mar-1987,22316,4645,1673,75,1598,151,1087,285,75,,,,,,,,,,,,,,,,15998,615,,,,214,6,2073,,,,4659,160,661,17,750,41,6723,25,28,
Apr-1987,26115,7409,1157,72,1085,145,563,306,72,,,,,,,,,,,,,,,,17549,1266,,,,121,8,1588,,,,7160,82,175,289,671,54,6024,87,22,
May-1987,20640,2125,1120,71,1049,142,650,186,71,,,,,,,,,,,,,,,,17395,1494,,,,117,7,1595,,,,4454,81,769,25,778,31,7950,35,46,
Jun-1987,20078,3468,663,3,660,6,479,173,3,,,,,,,,,,,,,,,,15947,1381,,,,146,7,1834,,,,3140,82,793,17,724,32,7733,6,55,
Jul-1987,21085,4616,1006,77,929,155,516,181,77,,,,,,,,,,,,,,,,15463,1010,,,,139,5,1189,,,,5417,233,199,15,875,28,6314,5,32,
Aug-1987,20586,4380,1093,81,1012,162,588,182,81,,,,,,,,,,,,,,,,15113,585,,,,74,30,1466,,,,5750,116,638,121,686,29,5505,6,46,
Sep-1987,23865,3478,1739,70,1668,141,1274,183,70,,,,,,,,,,,,,,,,18649,903,,,,1029,7,1924,,,,5298,95,646,23,633,34,7992,7,33,
Oct-1987,20016,2592,714,2,711,5,512,192,2,,,,,,,,,,,,,,,,16710,650,,,,1086,10,1640,,,,6000,86,305,19,641,35,6161,44,31,
Nov-1987,22105,4907,1106,67,1039,135,585,252,67,,,,,,,,,,,,,,,,16091,962,,,,1336,23,1686,,,,4371,90,627,98,663,32,6024,81,45,
Dec-1987,32777,6809,1816,68,1749,135,1277,269,68,,,,,,,,,,,,,,,,24152,1828,,,,2287,322,2859,,,,9292,225,248,117,668,144,5982,22,39,
Jan-1988,27436,6399,1442,63,1379,126,892,299,63,,,,,,,,,,,,,,,,19595,247,,,,2524,10,2541,,,,5899,97,894,64,602,36,6657,4,8,
Feb-1988,25053,4226,1407,56,1350,114,884,296,56,,,,,,,,,,,,,,,,19421,536,,,,974,126,3095,,,,6635,119,143,107,653,31,6989,4,8,
Mar-1988,25865,6598,1175,63,1112,127,604,319,63,,,,,,,,,,,,,,,,18092,556,,,,1624,21,2309,,,,5127,156,581,122,809,45,6720,9,8,
Apr-1988,20279,3433,1357,59,1298,118,804,317,59,,,,,,,,,,,,,,,,15490,553,,,,392,11,1268,,,,5095,128,578,91,1021,43,6296,4,6,
May-1988,25229,4285,1214,65,1149,130,630,325,65,,,,,,,,,,,,,,,,19730,853,,,,119,13,2295,,,,8142,142,389,327,780,65,6508,7,7,
Jun-1988,28135,4128,1189,63,1126,126,585,353,63,,,,,,,,,,,,,,,,22818,1760,,,,463,15,2267,,,,7479,143,672,182,1016,30,8723,60,7,
Jul-1988,25604,5765,1160,63,1097,130,628,276,63,,,,,,,,,,,,,,,,18679,365,,,,107,6,1796,,,,6390,203,323,283,796,90,8264,43,10,
Aug-1988,25219,4715,1613,67,1546,136,850,493,67,,,,,,,,,,,,,,,,18892,479,,,,440,10,2158,,,,6964,198,608,285,806,63,6775,76,9,
Sep-1988,20178,3573,1338,57,1281,115,760,349,57,,,,,,,,,,,,,,,,15267,471,,,,265,41,2156,,,,3008,182,474,294,909,70,7135,41,9,
Oct-1988,22703,5157,1792,51,1741,102,1288,300,51,,,,,,,,,,,,,,,,15753,410,,,,54,65,1489,,,,5605,149,339,104,561,39,6848,5,8,
Nov-1988,21508,4429,2255,114,2141,228,1383,416,114,,,,,,,,,,,,,,,,14825,447,,,,271,59,1033,,,,4379,280,649,338,682,43,6631,5,6,
Dec-1988,31256,4006,2689,64,2625,130,1998,433,64,,,,,,,,,,,,,,,,24561,1394,,,,2470,59,2694,,,,8386,589,367,413,947,70,7007,78,11,
Jan-1989,23579,4234,901,324,577,3,428,146,,,,,,,,,,,,,,,,,18444,1026,,,,2297,31,3410,,,,4696,87,599,235,425,53,5530,11,23,
Feb-1989,24494,5838,1057,184,873,6,721,147,,,,,,,,,,,,,,,,,17600,662,,,,566,5,4581,,,,4087,75,427,227,508,46,6320,41,26,
Mar-1989,26663,4846,1525,186,1340,11,1033,296,,,,,,,,,,,,,,,,,20292,1343,,,,19,9,2357,,,,6821,173,427,139,534,54,7905,148,52,
Apr-1989,24296,4184,893,94,800,10,637,153,,,,,,,,,,,,,,,,,19218,1386,,,,477,12,1671,,,,7089,131,779,264,544,64,6653,101,47,
May-1989,24536,4051,1754,419,1335,3,834,497,,,,,,,,,,,,,,,,,18731,970,,,,36,6,1576,,,,8556,139,1103,442,500,37,5253,33,80,
Jun-1989,29246,7300,1442,403,1039,5,771,263,,,,,,,,,,,,,,,,,20504,1810,,,,35,5,1183,,,,6248,103,581,295,489,44,9542,120,46,
Jul-1989,24183,2144,1720,321,1399,9,900,490,,,,,,,,,,,,,,,,,20319,1769,,,,287,5,2744,,,,5464,158,488,71,702,45,8453,34,58,
Aug-1989,29962,5007,1338,97,1241,10,605,625,,,,,,,,,,,,,,,,,23617,1803,,,,467,8,4788,,,,6967,88,512,916,600,57,6907,476,25,
Sep-1989,19664,961,944,27,918,9,640,269,,,,,,,,,,,,,,,,,17759,935,,,,1018,64,2425,,,,4122,255,707,518,516,55,7026,62,56,
Oct-1989,24514,1882,1008,42,966,5,699,263,,,,,,,,,,,,,,,,,21624,893,,,,849,10,2785,,,,7528,153,961,245,513,44,7488,53,32,
Nov-1989,29239,3591,1052,62,990,8,587,395,,,,,,,,,,,,,,,,,24596,554,,,,1183,250,3692,,,,9889,194,620,903,863,52,5885,49,99,
Dec-1989,33083,7645,1237,82,1156,7,822,328,,,,,,,,,,,,,,,,,24201,1147,,,,1309,422,4030,,,,6991,155,458,32,635,69,8227,43,156,
Jan-1990,21988,4084,1413,58,1355,1,981,373,,,,,,,,,,,,,,,,,16491,975,,,,668,12,1922,,,,5760,188,634,222,494,35,5290,21,22,
Feb-1990,23016,2843,1288,121,1167,1,895,272,,,,,,,,,,,,,,,,,18885,1482,,,,1393,20,1815,,,,5980,205,652,458,432,46,6346,27,30,
Mar-1990,27284,4104,1401,27,1374,1,947,427,,,,,,,,,,,,,,,,,21779,1404,,,,515,49,2334,,,,8576,101,656,267,545,54,6762,39,66,
Apr-1990,22821,3338,798,36,762,1,478,283,,,,,,,,,,,,,,,,,18685,847,,,,331,22,1768,,,,5991,103,895,36,896,64,7265,163,49,
May-1990,21382,3474,1161,36,1126,5,771,349,,,,,,,,,,,,,,,,,16747,787,,,,238,11,2311,,,,4379,227,834,144,562,38,7071,28,105,
Jun-1990,24097,2639,883,41,842,3,613,225,,,,,,,,,,,,,,,,,20576,1553,,,,207,20,2511,,,,6216,144,549,121,621,84,8362,75,12,
Jul-1990,21563,2762,1171,40,1131,2,714,416,,,,,,,,,,,,,,,,,17629,1284,,,,302,10,945,,,,5309,61,468,331,445,56,8209,105,89,
Aug-1990,26340,1990,1348,28,1321,3,748,570,,,,,,,,,,,,,,,,,23001,2380,,,,927,9,1590,,,,8690,227,465,390,639,55,7113,135,156,
Sep-1990,25405,2050,1258,24,1234,3,806,425,,,,,,,,,,,,,,,,,22098,3075,,,,1349,7,3688,,,,5993,95,655,228,635,63,6130,76,29,
Oct-1990,29408,3233,1203,32,1171,3,941,227,,,,,,,,,,,,,,,,,24972,2804,,,,2246,796,4646,,,,4947,108,632,1000,803,72,6569,152,39,
Nov-1990,32557,4124,1232,64,1168,6,871,291,,,,,,,,,,,,,,,,,27201,1993,,,,4218,965,5646,,,,7296,92,707,411,534,40,5116,110,72,
Dec-1990,36810,5013,1867,81,1786,2,1418,367,,,,,,,,,,,,,,,,,29930,1644,,,,1854,64,10756,,,,8035,104,586,177,547,35,5974,125,29,
Jan-1991,37169,1565,1726,0,1726,0,1587,139,0,0,0,,,,,,,,,,0,,,0,33878,1556,,,0,2265,26,10299,,,,9933,0,0,419,484,39,8813,38,5,
Feb-1991,40345,4267,1685,0,1685,0,1117,569,0,0,0,,,,,,,,,,0,,,0,34392,2849,,,0,4393,679,10991,,,,8385,0,0,18,425,41,6522,24,6,
Mar-1991,29254,4233,1786,37,1749,0,1393,356,0,0,0,,,,,,,,,,0,,,0,23235,2998,,,0,1197,21,6137,,,,5503,0,0,677,524,69,6032,34,5,
Apr-1991,22122,4857,951,29,922,0,740,182,0,0,0,,,,,,,,,,0,,,0,16313,1585,,,0,758,21,2428,,,,4344,0,0,103,513,45,5999,116,9,
May-1991,35633,5114,1434,36,1398,0,973,425,0,0,0,,,,,,,,,,0,,,0,29085,1842,,,0,1047,289,6771,,,,9298,0,0,675,657,47,8365,57,5,
Jun-1991,27644,2352,1012,38,974,0,669,305,0,0,0,,,,,,,,,,0,,,0,24280,2963,,,0,391,17,4500,,,,7337,0,0,708,576,50,7644,81,6,
Jul-1991,29841,4302,784,34,750,0,467,284,0,0,0,,,,,,,,,,0,,,0,24754,3794,,,0,840,22,4618,,,,5450,0,0,1359,539,65,7767,158,7,
Aug-1991,25958,1700,561,2,559,0,410,149,0,0,0,,,,,,,,,,0,,,0,23698,3039,,,0,326,18,4479,,,,6689,0,0,94,594,73,8221,149,13,
Sep-1991,23540,3273,938,3,936,0,416,520,0,0,0,,,,,,,,,,0,,,0,19328,1904,,,0,295,22,4081,,,,5036,0,0,609,501,81,6678,111,8,
Oct-1991,28451,2839,956,0,956,0,546,410,0,0,0,,,,,,,,,,0,,,0,24656,1809,,,0,1342,65,8015,,,,6717,0,0,25,554,115,5645,138,8,
Nov-1991,27769,3773,1208,2,1206,0,596,609,0,0,0,,,,,,,,,,0,,,0,22787,3115,,,0,137,31,6734,,,,5656,0,0,278,553,52,6119,107,6,
Dec-1991,37616,4109,2259,0,2259,0,1192,1067,0,0,0,,,,,,,,,,0,,,0,31248,2450,,,0,1273,4,9350,,,,8194,0,0,554,598,90,8031,148,7,
Jan-1992,35458,3653,2493,21,2472,0,2233,239,0,0,0,,,,,,,,,,0,,,0,29312,2683,,,0,1375,646,11162,,,,5690,0,0,491,481,75,6611,90,5,
Feb-1992,24696,647,955,8,947,0,774,173,0,0,0,,,,,,,,,,0,,,0,23093,1724,,,0,1168,4,8075,,,,5110,0,0,52,487,86,6287,34,6,
Mar-1992,28274,3263,1347,16,1332,0,817,514,0,0,0,,,,,,,,,,0,,,0,23664,2197,,,0,194,30,4264,,,,9600,0,0,556,577,52,6109,55,9,
Apr-1992,28116,693,1364,4,1360,0,715,645,0,0,0,,,,,,,,,,0,,,0,26060,2697,,,0,368,132,8344,,,,7958,0,0,250,497,65,5411,147,6,
May-1992,27431,3272,1375,5,1370,0,723,647,0,0,0,,,,,,,,,,0,,,0,22784,2533,,,0,202,81,6867,,,,6410,0,0,243,545,55,5021,214,11,
Jun-1992,28712,3213,1765,5,1760,0,812,948,0,0,0,,,,,,,,,,0,,,0,23735,2588,,,0,583,13,6140,,,,6911,0,0,463,543,95,5489,124,9,
Jul-1992,28810,1651,1644,39,1605,0,1090,515,0,0,0,,,,,,,,,,0,,,0,25514,3350,,,0,1623,7,6244,,,,5227,0,0,1221,420,58,6765,289,14,
Aug-1992,24467,4108,1757,48,1709,0,786,923,0,0,0,,,,,,,,,,0,,,0,18601,3826,,,0,500,22,3941,,,,2970,0,0,265,465,61,6010,148,9,
Sep-1992,25428,2028,1431,87,1344,0,741,603,0,0,0,,,,,,,,,,0,,,0,21969,2545,,,0,333,10,4343,,,,4464,0,0,895,501,85,8294,215,8,
Oct-1992,27975,3292,1224,30,1195,0,933,262,0,0,0,,,,,,,,,,0,,,0,23458,2900,,,0,1266,343,5228,,,,4848,0,0,234,456,57,7845,159,9,
Nov-1992,29864,3325,1313,30,1283,0,981,302,0,0,0,,,,,,,,,,0,,,0,25226,2205,,,0,1125,649,6888,,,,6481,0,0,154,491,65,6430,91,6,
Dec-1992,38353,3329,1534,27,1506,0,1399,107,0,0,0,,,,,,,,,,0,,,0,33490,5715,,,0,3439,978,8542,,,,4901,0,0,472,525,51,8745,91,9,
Jan-1993,35177,3984,1238,27,1211,0,947,263,,14,,,,,,,,,,,14,,,,29942,4390,0,,,2976,557,8883,,,,4129,0,,251,393,65,7074,28,8,
Feb-1993,28924,4646,1560,34,1526,0,1026,500,,289,,,,,,,,,,,289,,,,22429,2782,0,,,451,25,8433,,,,3168,0,,191,565,54,6703,25,15,
Mar-1993,30062,4301,1472,29,1443,0,990,453,,514,,,,,,,,,,,514,,,,23774,3364,0,,,2575,6,4778,,,,4704,0,,33,635,59,7018,49,9,
